Symbol,Synonym Symbol,Scientific Name with Author,National Common Name,Family
POTR5,POTRC2,Populus tremuloides Michx. var. cercidiphylla (Britton) Sudw.,hybrid violet,Salicaceae
POTR5,POTRI2,Populus tremuloides Michx. var. intermedia Vict.,hybrid violet,Salicaceae
POTR5,POTRM,Populus tremuloides Michx. var. magnifica Vict.,hybrid violet,Salicaceae
POTR5,POTRR,Populus tremuloides Michx. var. rhomboidea Vict.,hybrid violet,Salicaceae
POTR5,POTRV,Populus tremuloides Michx. var. vancouveriana (Trel.) Sarg.,hybrid violet,Salicaceae
POTR5,POVA11,Populus vancouveriana Trel.,hybrid violet,Salicaceae
SAAL2,ABAB3,Salix alba L.,white willow,Salicaceae
SAAL2,SAALC2,Salix alba L. ssp. caerulea (Sm.) Rech. f.,hybrid violet,Salicaceae
SAAL2,SAALV2,Salix alba L. ssp. vitellina (L.) Arcang.,hybrid violet,Salicaceae
SAAL2,SAALC,Salix alba L. var. caerulea (Sm.) Sm.,hybrid violet,Salicaceae
SAAL2,SAALC3,Salix alba L. var. calva G. Mey.,hybrid violet,Salicaceae
SAAL2,SAALV,Salix alba L. var. vitellina (L.) Stokes,hybrid violet,Salicaceae
SAAL2,SAVI80,Salix vitellina L.,hybrid violet,Salicaceae
SAAT2,ABAB3,Salix atrocinerea Brot.,large gray willow,Salicaceae
SAAT2,SACIA,Salix cinerea L. ssp. atrocinerea (Brot.) Guinier,hybrid violet,Salicaceae
SAAT2,SACIO,Salix cinerea L. ssp. oleifolia (Sm.) Macreight,hybrid violet,Salicaceae
SAAT2,SAOL,"Salix oleifolia Sm., non Vill.",hybrid violet,Salicaceae
SABE2,ABAB3,Salix bebbiana Sarg.,Bebb willow,Salicaceae
SABE2,SABEC,Salix bebbiana Sarg. var. capreifolia (Fernald) Fernald,hybrid violet,Salicaceae
SABE2,SABED,Salix bebbiana Sarg. var. depilis Raup,hybrid violet,Salicaceae
SABE2,SABEL,Salix bebbiana Sarg. var. luxurians (Fernald) Fernald,hybrid violet,Salicaceae
SABE2,SABEP,Salix bebbiana Sarg. var. perrostrata (Rydb.) C.K. Schneid.,hybrid violet,Salicaceae
SABE2,SABEP2,Salix bebbiana Sarg. var. projecta (Fernald) C.K. Schneid.,hybrid violet,Salicaceae
SABE2,SADER,Salix depressa L. ssp. rostrata (Richardson) Hiitonen,hybrid violet,Salicaceae
SABE2,SALIO,Salix livida Wahlenb. var. occidentalis (Andersson) A. Gray,hybrid violet,Salicaceae
SABE2,SALIR,Salix livida Wahlenb. var. rostrata (Richardson) Dippel,hybrid violet,Salicaceae
SABE2,SAPE20,Salix perrostrata Rydb.,hybrid violet,Salicaceae
SABE2,SARO6,"Salix rostrata Richardson, non Thuill.",hybrid violet,Salicaceae
SABE2,SAROC,Salix rostrata Richardson var. capreifolia Fernald,hybrid violet,Salicaceae
SABE2,SAROL,Salix rostrata Richardson var. luxurians Fernald,hybrid violet,Salicaceae
SABE2,SAROP,Salix rostrata Richardson var. perrostrata (Rydb.) Fernald,hybrid violet,Salicaceae
SABE2,SAROP2,Salix rostrata Richardson var. projecta Fernald,hybrid violet,Salicaceae
SABE2,SASTB,Salix starkeana Willd. ssp. bebbiana (Sarg.) Youngberg,hybrid violet,Salicaceae
SABE2,SAVAO,Salix vagans Hook. f. ex Andersson var. occidentalis Andersson,hybrid violet,Salicaceae
SABE2,SAVAR,Salix vagans Hook. f. ex Andersson var. rostrata (Richardson) Andersson,hybrid violet,Salicaceae
SACA22,ABAB3,Salix caprea L.,goat willow,Salicaceae
SACA4,ABAB3,Salix candida Flueggé ex Willd.,sageleaf willow,Salicaceae
SACA4,SACAD,Salix candida Flueggé ex Willd. var. denudata Andersson,hybrid violet,Salicaceae
SACA4,SACAT2,Salix candida Flueggé ex Willd. var. tomentosa Andersson,hybrid violet,Salicaceae
SACA4,SACA34,Salix candidula Nieuwl.,hybrid violet,Salicaceae
SACI,ABAB3,Salix cinerea L.,large gray willow,Salicaceae
SACI,SACIC,Salix cinerea L. ssp. cinerea,hybrid violet,Salicaceae
SADI,ABAB3,Salix discolor Muhl.,pussy willow,Salicaceae
SADI,SAAN7,Salix ancorifera Fernald,hybrid violet,Salicaceae
SADI,SACO17,Salix conformis Forbes,hybrid violet,Salicaceae
SADI,SACR6,Salix crassa Barratt,hybrid violet,Salicaceae
SADI,SADIO,Salix discolor Muhl. var. overi C.R. Ball,hybrid violet,Salicaceae
SADI,SADIP,Salix discolor Muhl. var. prinoides (Pursh) Andersson,hybrid violet,Salicaceae
SADI,SADIR,Salix discolor Muhl. var. rigidior (Andersson) C.K. Schneid.,hybrid violet,Salicaceae
SADI,SAFU5,Salix fuscata Pursh,hybrid violet,Salicaceae
SADI,SAPR8,Salix prinoides Pursh,hybrid violet,Salicaceae
SADI,SASE11,Salix sensitiva Barratt,hybrid violet,Salicaceae
SADI,SASQ2,Salix squamata Rydb.,hybrid violet,Salicaceae
SAEL,ABAB3,Salix elaeagnos Scop.,Elaeagnus willow,Salicaceae
SAEL,SAIN6,Salix incana Schrank,hybrid violet,Salicaceae
SAER,ABAB3,Salix eriocephala Michx.,Missouri River willow,Salicaceae
SAER,SAAC3,Salix acutidens Rydb.,hybrid violet,Salicaceae
SAER,SAAN9,Salix angustata Pursh,hybrid violet,Salicaceae
SAER,SACO24,"Salix cordata Muhl., non Michx., nom. illeg.",hybrid violet,Salicaceae
SAER,SACOR,Salix cordata Muhl. ssp. rigida (Muhl.) Andersson,hybrid violet,Salicaceae
SAER,SACOA,Salix cordata Michx. var. abrasa Fernald,hybrid violet,Salicaceae
SAER,SACOA3,Salix cordata Muhl. var. angustata (Pursh) Andersson,hybrid violet,Salicaceae
SAER,SACOM6,Salix cordata Muhl. var. missouriensis (Bebb) Mack. & Bush,hybrid violet,Salicaceae
SAER,SACOR2,Salix cordata Michx. var. rigida (Muhl.) B. Boivin,hybrid violet,Salicaceae
SAER,SACOR3,"Salix cordata Muhl. var. rigida (Muhl.) Andersson, nom. illeg.",hybrid violet,Salicaceae
SAER,SACOR5,Salix cordata Muhl. var. rigida (Muhl.) Carey,hybrid violet,Salicaceae
SAER,SACOV,"Salix cordata Muhl. var. vestita (Andersson) Bebb, nom. dub.",hybrid violet,Salicaceae
SAER,SADIE,Salix discolor Muhl. var. eriocephala (Michx.) Andersson,hybrid violet,Salicaceae
SAER,SAMI13,Salix missouriensis Bebb,hybrid violet,Salicaceae
SAER,SAMYA2,Salix myricoides Muhl. var. angustata (Pursh) Dippel,hybrid violet,Salicaceae
SAER,SAMYC3,Salix myricoides Muhl. var. cordata (Muhl.) Dippel,hybrid violet,Salicaceae
SAER,SAMYR,Salix myricoides Muhl. var. rigida (Muhl.) Dippel,hybrid violet,Salicaceae
SAER,SARI2,Salix rigida Muhl.,hybrid violet,Salicaceae
SAER,SARIA,Salix rigida Muhl. var. angustata (Pursh) Fernald,hybrid violet,Salicaceae
SAER,SARIV,Salix rigida Muhl. var. vestita (Andersson) C.R. Ball,hybrid violet,Salicaceae
SAER,SATO4,Salix torreyana Barratt,hybrid violet,Salicaceae
SAFR,ABAB3,Salix fragilis L.,crack willow,Salicaceae
SAHU2,ABAB3,Salix humilis Marshall,prairie willow,Salicaceae
SAHUH,ABAB3,Salix humilis Marshall var. humilis,prairie willow,Salicaceae
SAHUH,SACO20,"Salix conifera Muhl., non Wangenh.",hybrid violet,Salicaceae
SAHUH,SAHUA,Salix humilis Marshall var. angustifolia (Barratt) Andersson,hybrid violet,Salicaceae
SAHUH,SAHUG,Salix humilis Marshall var. grandifolia (Barratt) Andersson,hybrid violet,Salicaceae
SAHUH,SAHUH2,Salix humilis Marshall var. hyporhysa Fernald,hybrid violet,Salicaceae
SAHUH,SAHUK,Salix humilis Marshall var. keweenawensis Farw.,hybrid violet,Salicaceae
SAHUH,SAHUR,Salix humilis Marshall var. rigidiuscula (Andersson) B.L. Rob. & Fernald,hybrid violet,Salicaceae
SAHUH,SAMUA,Salix muehlenbergiana Willd. var. angustifolia Barratt,hybrid violet,Salicaceae
SAHUH,SAMUG,Salix muehlenbergiana Willd. var. grandifolia Barratt,hybrid violet,Salicaceae
SAHUH,SATRG,Salix tristis Aiton var. glabrata (Andersson) Andersson,hybrid violet,Salicaceae
SAHUT,ABAB3,Salix humilis Marshall var. tristis (Aiton) Griggs,prairie willow,Salicaceae
SAHUT,SAAL13,Salix alpina Walter,hybrid violet,Salicaceae
SAHUT,SAHUM,Salix humilis Marshall var. microphylla (Andersson) Fernald,hybrid violet,Salicaceae
SAHUT,SALO8,Salix longirostris Michx.,hybrid violet,Salicaceae
SAHUT,SAMU5,Salix muehlenbergiana Willd.,hybrid violet,Salicaceae
SAHUT,SAOC8,Salix occidentalis Walter,hybrid violet,Salicaceae
SAHUT,SARE16,Salix recurvata Pursh,hybrid violet,Salicaceae
SAHUT,SATR2,Salix tristis Aiton,hybrid violet,Salicaceae
SAHUT,SATRL,Salix tristis Aiton var. longifolia Andersson,hybrid violet,Salicaceae
SAHUT,SATRM,Salix tristis Aiton var. microphylla Andersson,hybrid violet,Salicaceae
SAHUT,SATRM2,Salix tristis Aiton var. momadelphia Barratt,hybrid violet,Salicaceae
SAIN3,ABAB3,Salix interior Rowlee,sandbar willow,Salicaceae
SAIN3,SAEX9,Salix exigua auct. non. Nutt.,hybrid violet,Salicaceae
SAIN3,SAEXI,Salix exigua Nutt. ssp. interior (Rowlee) Cronquist,hybrid violet,Salicaceae
SAIN3,SAEXE,Salix exigua Nutt. var. exterior (Fernald) C.F. Reed,hybrid violet,Salicaceae
SAIN3,SAEXP2,Salix exigua Nutt. var. pedicellata (Andersson) Cronquist,hybrid violet,Salicaceae
SAIN3,SAEXS3,Salix exigua Nutt. var. sericans (Nees) Dorn,hybrid violet,Salicaceae
SAIN3,SAFLS2,Salix fluviatilis Nutt. var. sericans (Nees) B. Boivin,hybrid violet,Salicaceae
SAIN3,SAINE,Salix interior Rowlee var. exterior Fernald,hybrid violet,Salicaceae
SAIN3,SAINP,Salix interior Rowlee var. pedicellata (Andersson) C.R. Ball,hybrid violet,Salicaceae
SAIN3,SAINW,Salix interior Rowlee var. wheeleri Rowlee,hybrid violet,Salicaceae
SAIN3,SALO9,"Salix longifolia Muhl., non Lam.",hybrid violet,Salicaceae
SAIN3,SALOI,Salix longifolia Muhl. var. interior (Rowlee) M.E. Jones,hybrid violet,Salicaceae
SAIN3,SALOP2,Salix longifolia Muhl. var. pedicellata Andersson,hybrid violet,Salicaceae
SAIN3,SALOS,Salix longifolia Muhl. var. sericans Nees,hybrid violet,Salicaceae
SAIN3,SALOW2,Salix longifolia Muhl. var. wheeleri (Rowlee) C.K. Schneid.,hybrid violet,Salicaceae
SAIN3,SARU9,"Salix rubra Richardson, non Huds.",hybrid violet,Salicaceae
SAIN3,SAWH,Salix wheeleri (Rowlee) Rydb.,hybrid violet,Salicaceae
SALIX,ABAB3,Salix L.,willow,Salicaceae
SALU,ABAB3,Salix lucida Muhl.,shining willow,Salicaceae
SALUL2,ABAB3,Salix lucida Muhl. ssp. lucida,shining willow,Salicaceae
SALUL2,SAARH,Salix arguta Andersson var. hirtisquama (Andersson) Andersson,hybrid violet,Salicaceae
SALUL2,SALUA,Salix lucida Muhl. var. angustifolia (Andersson) Andersson,hybrid violet,Salicaceae
SALUL2,SALUI,Salix lucida Muhl. var. intonsa Fernald,hybrid violet,Salicaceae
SALUL2,SALUL4,Salix lucida Muhl. var. latifolia (Andersson) Andersson,hybrid violet,Salicaceae
SALUL2,SALUO,Salix lucida Muhl. var. ovatifolia Andersson,hybrid violet,Salicaceae
SALUL2,SAPEL,Salix pentandra L. var. lucida (Muhl.) Kuntze,hybrid violet,Salicaceae
SAMY2,ABAB3,Salix myricoides Muhl.,bayberry willow,Salicaceae
SAMYM,ABAB3,Salix myricoides Muhl. var. myricoides,bayberry willow,Salicaceae
SAMYM,SACOG,Salix cordata Muhl. var. glaucophylla Bebb,hybrid violet,Salicaceae
SAMYM,SACOM4,Salix cordata Muhl. var. myricoides (Muhl.) Carey,hybrid violet,Salicaceae
SAMYM,SAGL11,"Salix glaucophylla Bebb, non Besser nec Andersson",hybrid violet,Salicaceae
SAMYM,SAGLA6,Salix glaucophylla Bebb var. angustifolia C.F. Wheeler & E.F. Sm.,hybrid violet,Salicaceae
SAMYM,SAGLB,Salix glaucophylla Bebb var. brevifolia C.F. Wheeler & E.F. Sm.,hybrid violet,Salicaceae
SAMYM,SAGLL,Salix glaucophylla Bebb var. latifolia C.F. Wheeler & E.F. Sm.,hybrid violet,Salicaceae
SAMYM,SAGL2,Salix glaucophylloides Fernald,hybrid violet,Salicaceae
SAMYM,SAGLB2,Salix glaucophylloides Fernald var. brevifolia (C.F. Wheeler & E.F. Sm.) C.R. Ball ex E.G. Voss,hybrid violet,Salicaceae
SAMYM,SAGLG6,Salix glaucophylloides Fernald var. glaucophylla (Bebb) C.K. Schneid.,hybrid violet,Salicaceae
SANI,ABAB3,Salix nigra Marshall,black willow,Salicaceae
SANI,SAAM9,"Salix ambigua Pursh, non Ehrh.",hybrid violet,Salicaceae
SANI,SADE8,Salix denudata Raf.,hybrid violet,Salicaceae
SANI,SADU2,Salix dubia Trautv.,hybrid violet,Salicaceae
SANI,SAFA7,Salix falcata Pursh,hybrid violet,Salicaceae
SANI,SAFL12,Salix flavovirens Hornem.,hybrid violet,Salicaceae
SANI,SALI4,Salix ligustrina Michx. f.,hybrid violet,Salicaceae
SANI,SALU4,Salix ludoviciana Raf.,hybrid violet,Salicaceae
SANI,SANIA2,Salix nigra Marshall var. altissima Sarg.,hybrid violet,Salicaceae
SANI,SANIB,Salix nigra Marshall var. brevifolia Andersson,hybrid violet,Salicaceae
SANI,SANIB2,Salix nigra Marshall var. brevijulis Andersson,hybrid violet,Salicaceae
SANI,SANIF2,Salix nigra Marshall var. falcata (Pursh) Torr.,hybrid violet,Salicaceae
SANI,SANIL2,Salix nigra Marshall var. lindheimeri C.K. Schneid.,hybrid violet,Salicaceae
SANI,SANIL3,Salix nigra Marshall var. longifolia Andersson,hybrid violet,Salicaceae
SANI,SANIM2,Salix nigra Marshall var. marginata (Wimm. ex Andersson) Andersson,hybrid violet,Salicaceae
SANI,SAPU9,Salix purshiana Spreng.,hybrid violet,Salicaceae
SAPE12,ABAB3,Salix ×pendulina Wender. [babylonica × euxina],Wisconsin weeping willow,Salicaceae
SAPE12,SABA2,Salix babylonica auct. non L.,hybrid violet,Salicaceae
SAPE12,SABL2,Salix ×blanda Andersson (pro sp.),hybrid violet,Salicaceae
SAPE12,SABL3,"Salix blanda Andersson, database artifact",hybrid violet,Salicaceae
SAPE12,SAEL4,Salix elegantissima K. Koch,hybrid violet,Salicaceae
SAPE12,SAPEB,"Salix pendulina Wender. var. blanda (Andersson) Meikle ex anon., ined.",hybrid violet,Salicaceae
SAPE12,SAPEE,Salix pendulina Wender. var. elegantissima (K. Koch) Meikle,hybrid violet,Salicaceae
SAPE2,ABAB3,Salix pedicellaris Pursh,bog willow,Salicaceae
SAPE2,SAFUH,Salix fuscescens Andersson var. hebecarpa Fernald,hybrid violet,Salicaceae
SAPE2,SAHE4,Salix hebecarpa (Fernald) Fernald,hybrid violet,Salicaceae
SAPE2,SAMYH,Salix myrtilloides L. var. hypoglauca (Fernald) C.R. Ball,hybrid violet,Salicaceae
SAPE2,SAMYP3,Salix myrtilloides L. var. pedicellaris (Pursh) Andersson,hybrid violet,Salicaceae
SAPE2,SAPEH,Salix pedicellaris Pursh var. hypoglauca Fernald,hybrid violet,Salicaceae
SAPE2,SAPET2,Salix pedicellaris Pursh var. tenuescens Fernald,hybrid violet,Salicaceae
SAPE4,ABAB3,Salix pentandra L.,laurel willow,Salicaceae
SAPE5,ABAB3,Salix petiolaris Sm.,meadow willow,Salicaceae
SAPE5,SAGR13,Salix gracilis Andersson,hybrid violet,Salicaceae
SAPE5,SAGRR,Salix gracilis Andersson var. rosmarinoides Andersson,hybrid violet,Salicaceae
SAPE5,SAGRT2,Salix gracilis Andersson var. textoris Fernald,hybrid violet,Salicaceae
SAPE5,SANE8,Salix neoforbesii Toepffer,hybrid violet,Salicaceae
SAPE5,SAPEA2,Salix petiolaris Sm. var. angustifolia Andersson,hybrid violet,Salicaceae
SAPE5,SAPEG,Salix petiolaris Sm. var. gracilis (Andersson) Andersson,hybrid violet,Salicaceae
SAPE5,SAPER,Salix petiolaris Sm. var. rosmarinoides (Andersson) C.K. Schneid.,hybrid violet,Salicaceae
SAPE5,SAPES,Salix petiolaris Sm. var. subsericea Andersson,hybrid violet,Salicaceae
SAPE5,SASES,Salix sericea Marshall var. subsericea (Andersson) Rydb.,hybrid violet,Salicaceae
SAPE5,SASU3,Salix ×subsericea (Andersson) C.K. Schneid.,hybrid violet,Salicaceae
SAPU2,ABAB3,Salix purpurea L.,purpleosier willow,Salicaceae
SAPU2,SAPUN3,Salix purpurea L. var. nana Dieck,hybrid violet,Salicaceae
SAPU2,SAPUG2,Salix purpurea L. f. gracilis (Gren. & Godr.) C.K. Schneid.,hybrid violet,Salicaceae
SARU3,ABAB3,Salix ×rubens Schrank (pro sp.) [alba × fragilis],hybrid crack willow,Salicaceae
SASE,ABAB3,Salix sericea Marshall,silky willow,Salicaceae
SASE,SACO22,Salix coactilis Fernald,hybrid violet,Salicaceae
SASE,SAGR14,Salix grisea Willd.,hybrid violet,Salicaceae
SASE,SAPE21,Salix pensylvanica Forbes,hybrid violet,Salicaceae
SASE,SAPEG2,Salix petiolaris Sm. var. grisea (Willd.) Torr.,hybrid violet,Salicaceae
SASE,SAPES2,Salix petiolaris Sm. var. sericea (Marshall) Andersson,hybrid violet,Salicaceae
SASE10,ABAB3,Salix ×sepulcralis Simonkai [alba × babylonica],weeping willow,Salicaceae
SASE10,SABA17,Salix babylonica auct. non L.,hybrid violet,Salicaceae
SASE10,SACH17,Salix ×chrysocoma Dode,hybrid violet,Salicaceae
SASE10,SASA25,Salix salamonii (Carrière) Carrière,hybrid violet,Salicaceae
SASE10,SASA16,"Salix salomonii hort., database artifact",hybrid violet,Salicaceae
SASE10,SASEC3,Salix ×sepulcralis Simonkai var. chrysocoma (Dode) Meikle,hybrid violet,Salicaceae
SASE2,ABAB3,Salix serissima (L.H. Bailey) Fernald,autumn willow,Salicaceae
SASE2,SAARA3,Salix arguta Andersson var. alpigena Andersson,hybrid violet,Salicaceae
SASE2,SAARP2,Salix arguta Andersson var. pallescens Andersson,hybrid violet,Salicaceae
SASE2,SALUS,Salix lucida Muhl. var. serissima L.H. Bailey,hybrid violet,Salicaceae
SAVI2,ABAB3,Salix viminalis L.,basket willow,Salicaceae
COMAN,ABAB3,Comandra Nutt.,bastard toadflax,Santalaceae
COUM,ABAB3,Comandra umbellata (L.) Nutt.,bastard toadflax,Santalaceae
COUMU,ABAB3,Comandra umbellata (L.) Nutt. ssp. umbellata,bastard toadflax,Santalaceae
COUMU,CORI3,Comandra richardsiana Fernald,hybrid violet,Santalaceae
CAHA13,ABAB3,Cardiospermum halicacabum L.,balloon vine,Sapindaceae
CARDI2,ABAB3,Cardiospermum L.,balloonvine,Sapindaceae
SAPU4,ABAB3,Sarracenia purpurea L.,purple pitcherplant,Sarraceniaceae
SAPUP6,ABAB3,Sarracenia purpurea L. ssp. purpurea var. purpurea,northern purple pitcherplant,Sarraceniaceae
SAPUP6,SAHE5,Sarracenia heterophylla Eaton,hybrid violet,Sarraceniaceae
SAPUP6,SAPUG,Sarracenia purpurea L. ssp. gibbosa (Raf.) Wherry,hybrid violet,Sarraceniaceae
SAPUP6,SAPUH,Sarracenia purpurea L. ssp. heterophylla (Eaton) Torr.,hybrid violet,Sarraceniaceae
SAPUP6,SAPUP3,Sarracenia purpurea L. ssp. purpurea,hybrid violet,Sarraceniaceae
SAPUP6,SAPUP7,Sarracenia purpurea L. ssp. purpurea var. purpurea,hybrid violet,Sarraceniaceae
SAPUP6,SAPUR,Sarracenia purpurea L. var. ripicola B. Boivin,hybrid violet,Sarraceniaceae
SAPUP6,SAPUS,Sarracenia purpurea L. var. stolonifera Macfarlane & D.W. Steckbeck,hybrid violet,Sarraceniaceae
SAPUP6,SAPUT,Sarracenia purpurea L. var. terrae-novae La Pylaie,hybrid violet,Sarraceniaceae
SARRA,ABAB3,Sarracenia L.,pitcherplant,Sarraceniaceae
SACE,ABAB3,Saururus cernuus L.,lizard's tail,Saururaceae
SAURU,ABAB3,Saururus L.,saururus,Saururaceae
ASJA2,ABAB3,Astilbe japonica (C. Morren & Decne.) A. Gray,florist's spiraea,Saxifragaceae
ASTIL,ABAB3,Astilbe Buch.-Ham. ex D. Don,false goat's beard,Saxifragaceae
CHAM2,ABAB3,Chrysosplenium americanum Schwein. ex Hook.,American golden saxifrage,Saxifragaceae
CHRYS8,ABAB3,Chrysosplenium L.,golden saxifrage,Saxifragaceae
HEAM6,ABAB3,Heuchera americana L.,American alumroot,Saxifragaceae
HEAMA2,ABAB3,Heuchera americana L. var. americana,American alumroot,Saxifragaceae
HEAMA2,HEAMB,"Heuchera americana L. var. brevipetala Rosend., Butters & Lakela",hybrid violet,Saxifragaceae
HEAMA2,HEAMC,"Heuchera americana L. var. calycosa (Small) Rosend., Butters & Lakela",hybrid violet,Saxifragaceae
HEAMA2,HEAMH3,Heuchera americana L. var. heteradenia Fernald,hybrid violet,Saxifragaceae
HEAMA2,HEAMS,Heuchera americana L. var. subtruncata Fernald,hybrid violet,Saxifragaceae
HEAMA2,HECA22,Heuchera calycosa Small,hybrid violet,Saxifragaceae
HEAMA2,HECU4,Heuchera curtisii Torr. & A. Gray ex A. Gray,hybrid violet,Saxifragaceae
HEAMA2,HECUC,Heuchera curtisii Torr. & A. Gray ex A. Gray var. crenata Rydb.,hybrid violet,Saxifragaceae
HEAMA2,HELA18,Heuchera lancipetala Rydb.,hybrid violet,Saxifragaceae
HEUCH,ABAB3,Heuchera L.,alumroot,Saxifragaceae
MIDI3,ABAB3,Mitella diphylla L.,twoleaf miterwort,Saxifragaceae
MIDI3,MIOP,Mitella oppositifolia Rydb.,hybrid violet,Saxifragaceae
MINU3,ABAB3,Mitella nuda L.,naked miterwort,Saxifragaceae
MIPR2,ABAB3,Mitella prostrata Michx.,creeping bishop's cap,Saxifragaceae
MITEL,ABAB3,Mitella L.,miterwort,Saxifragaceae
PAGL3,ABAB3,Parnassia glauca Raf.,fen grass of Parnassus,Saxifragaceae
PAGL3,PAAM5,Parnassia americana Muhl.,hybrid violet,Saxifragaceae
PARNA,ABAB3,Parnassia L.,grass of Parnassus,Saxifragaceae
SAPE8,ABAB3,Saxifraga pensylvanica L.,eastern swamp saxifrage,Saxifragaceae
SAPE8,MIPE4,Micranthes pensylvanica (L.) Haw.,hybrid violet,Saxifragaceae
SAPE8,SAFO2,Saxifraga forbesii Vasey,hybrid violet,Saxifragaceae
SAPE8,SAPEI,Saxifraga pensylvanica L. ssp. interior Burns,hybrid violet,Saxifragaceae
SAPE8,SAPET,Saxifraga pensylvanica L. ssp. tenuirostrata Burns,hybrid violet,Saxifragaceae
SAPE8,SAPEF,Saxifraga pensylvanica L. var. forbesii (Vasey) Engl. & Irmsch.,hybrid violet,Saxifragaceae
SAPE8,SAPEP,Saxifraga pensylvanica L. var. purpuripetala (A.M. Johnson) Bush,hybrid violet,Saxifragaceae
SAVI5,ABAB3,Saxifraga virginiensis Michx.,early saxifrage,Saxifragaceae
SAVIV,ABAB3,Saxifraga virginiensis Michx. var. virginiensis,early saxifrage,Saxifragaceae
SAVIV,MIVI7,Micranthes virginiensis (Michx.) Small,hybrid violet,Saxifragaceae
SAXIF,ABAB3,Saxifraga L.,saxifrage,Saxifragaceae
TIARE,ABAB3,Tiarella L.,foamflower,Saxifragaceae
TICO,ABAB3,Tiarella cordifolia L.,heartleaf foamflower,Saxifragaceae
TICOC2,ABAB3,Tiarella cordifolia L. var. cordifolia,heartleaf foamflower,Saxifragaceae
TICOC2,TIMA3,Tiarella macrophylla Small p.p.,hybrid violet,Saxifragaceae
SCHEU,ABAB3,Scheuchzeria L.,rannoch-rush,Scheuchzeriaceae
SCPA2,ABAB3,Scheuchzeria palustris L.,rannoch-rush,Scheuchzeriaceae
SCPAA3,ABAB3,Scheuchzeria palustris L. ssp. americana (Fernald) Hultén,rannoch-rush,Scheuchzeriaceae
SCPAA3,SCAM5,Scheuchzeria americana (Fernald) G.N. Jones,hybrid violet,Scheuchzeriaceae
SCPAA3,SCPAA,Scheuchzeria palustris L. var. americana Fernald,hybrid violet,Scheuchzeriaceae
AGAC,ABAB3,Agalinis acuta Pennell,sandplain false foxglove,Scrophulariaceae
AGAC,GEAC3,Gerardia acuta (Pennell) Pennell,hybrid violet,Scrophulariaceae
AGALI,ABAB3,Agalinis Raf.,false foxglove,Scrophulariaceae
AGMA3,ABAB3,Agalinis maritima (Raf.) Raf.,saltmarsh false foxglove,Scrophulariaceae
AGMAM,ABAB3,Agalinis maritima (Raf.) Raf. var. maritima,saltmarsh false foxglove,Scrophulariaceae
AGMAM,GEMA8,Gerardia maritima Raf.,hybrid violet,Scrophulariaceae
AGPA12,ABAB3,Agalinis paupercula (A. Gray) Britton,smallflower false foxglove,Scrophulariaceae
AGPAP3,ABAB3,Agalinis paupercula (A. Gray) Britton var. paupercula,smallflower false foxglove,Scrophulariaceae
AGPAP3,GEPA8,Gerardia paupercula (A. Gray) Britton,hybrid violet,Scrophulariaceae
AGPAP3,GEPAT,Gerardia paupercula (A. Gray) Britton var. typica Pennell,hybrid violet,Scrophulariaceae
AGPAP3,GEPUP3,Gerardia purpurea L. var. paupercula A. Gray,hybrid violet,Scrophulariaceae
AGPU5,ABAB3,Agalinis purpurea (L.) Pennell,purple false foxglove,Scrophulariaceae
AGPU5,AGPUC,Agalinis purpurea (L.) Pennell var. carteri Pennell,hybrid violet,Scrophulariaceae
AGPU5,GEPU7,Gerardia purpurea L.,hybrid violet,Scrophulariaceae
AGPU5,GEPUP2,Gerardia purpurea L. ssp. parvula Pennell,hybrid violet,Scrophulariaceae
AGPU5,GEPUC,Gerardia purpurea L. var. carteri (Pennell) Pennell,hybrid violet,Scrophulariaceae
AGPU5,GEPUG,Gerardia purpurea L. var. grandiflora Benth.,hybrid violet,Scrophulariaceae
AGTE3,ABAB3,Agalinis tenuifolia (Vahl) Raf.,slenderleaf false foxglove,Scrophulariaceae
AGTEM,ABAB3,Agalinis tenuifolia (Vahl) Raf. var. macrophylla (Benth.) S.F. Blake,slenderleaf false foxglove,Scrophulariaceae
AGTEM,AGBE,Agalinis besseyana (Britton) Britton,hybrid violet,Scrophulariaceae
AGTEM,GEBE,Gerardia besseyana Britton,hybrid violet,Scrophulariaceae
AGTEM,GETEM3,Gerardia tenuifolia Vahl ssp. macrophylla (Benth.) Pennell,hybrid violet,Scrophulariaceae
AGTEM,GETEM2,Gerardia tenuifolia Vahl var. macrophylla Benth.,hybrid violet,Scrophulariaceae
AGTET,ABAB3,Agalinis tenuifolia (Vahl) Raf. var. tenuifolia,slenderleaf false foxglove,Scrophulariaceae
AGTET,GETE6,Gerardia tenuifolia Vahl,hybrid violet,Scrophulariaceae
AGTET,GETEH,Gerardia tenuifolia Vahl var. humilis Benth.,hybrid violet,Scrophulariaceae
